,Lot Area,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Gr Liv Area,Full Bath,Bedroom AbvGr,Fireplaces,Garage Cars,SalePrice
1339,5000,6,7,1926,1950,1013,1,3,0,1.0,113000
1340,5520,5,7,1920,1997,1216,1,3,1,1.0,115000
1341,5940,4,7,1946,1950,896,1,2,0,1.0,79000
1342,6240,4,7,1929,1950,1136,1,2,0,1.0,123000
1343,6120,5,6,1945,1995,808,1,1,0,1.0,81300
1344,6240,5,7,1930,1992,1573,2,3,1,2.0,162900
1345,6240,7,5,1939,1950,2009,2,4,1,2.0,150000
1346,6120,5,5,1923,1950,1902,2,4,0,2.0,123500
1347,6120,7,5,1931,1950,1774,2,2,2,2.0,129900
1348,6155,6,8,1920,1999,1362,2,3,0,2.0,128000
1349,6324,4,6,1927,1950,520,1,1,0,1.0,68500
1350,8635,5,5,1948,2001,1285,1,2,0,1.0,127000
1351,13053,6,7,1923,2000,1848,1,4,1,2.0,207000
1352,9120,7,6,1925,1950,1820,2,4,0,1.0,184000
1353,9144,6,4,1915,2004,1716,2,4,0,2.0,162500
1354,9144,5,5,1940,1982,1505,1,3,0,1.0,145000
1355,10267,6,7,1918,2000,838,1,2,0,1.0,130000
1356,8094,6,8,1910,1983,1984,2,5,0,1.0,160000
1357,5100,8,7,1925,1996,1666,1,3,1,1.0,161000
1358,4347,6,8,1910,1950,1609,1,3,0,1.0,127500
1359,6291,6,6,1930,1950,768,1,1,0,2.0,93850
1360,10266,6,6,1952,1952,1536,1,4,0,1.0,136000
1361,6876,6,6,1938,1958,1969,2,4,1,2.0,141000
1362,10320,5,6,1915,1978,1308,2,2,0,2.0,120000
1363,7200,6,7,1925,1992,1040,1,2,0,2.0,127500
1364,7006,6,6,1925,1950,1236,2,3,1,1.0,127000
1365,7920,6,7,1920,1950,1406,1,3,0,0.0,89500
1366,8235,5,7,1955,1995,825,1,2,0,2.0,125000
1367,5586,6,7,1920,1998,1198,1,4,0,0.0,79900
1368,10320,5,8,1912,1991,759,1,1,0,2.0,85000
1369,10320,3,3,1915,1950,1344,2,3,0,0.0,82375
1370,10320,6,7,1906,1995,1469,1,3,0,1.0,135000
1371,9488,5,6,1947,1993,1054,1,3,0,1.0,124000
1372,8250,5,5,1968,1968,1211,1,3,1,1.0,134000
1373,21286,5,5,1948,1950,1271,2,4,1,1.0,135000
1374,17120,4,4,1959,1959,1588,2,4,1,2.0,134432
1375,10106,5,7,1940,1999,1355,2,4,0,0.0,127500
1376,11235,5,6,1963,1963,1075,1,3,0,2.0,148000
1377,11200,5,5,1965,1965,1040,1,3,0,1.0,129500
1378,13014,6,5,1978,1978,1096,1,3,1,2.0,157500
1379,7162,5,7,1966,1966,904,1,3,0,1.0,109900
1380,10265,5,7,1967,2005,992,1,3,0,1.0,145000
1381,9764,5,7,1967,2003,894,1,3,0,2.0,130000
1382,7703,6,8,1978,1978,1034,1,3,1,2.0,153000
1383,9981,5,5,1967,1967,1073,1,3,0,1.0,120000
1384,7400,5,5,1984,1984,1126,1,2,0,2.0,152000
1385,12900,4,4,1969,1969,1258,0,0,0,2.0,108959
1386,12900,5,4,1920,1950,1140,1,3,0,2.0,95541
1387,9000,5,3,1959,1959,1006,1,3,0,0.0,80000
1388,8544,5,6,1966,2006,1228,1,3,0,1.0,149350
1389,9239,5,8,1963,2003,960,1,3,0,1.0,144900
1390,14175,6,8,1956,1956,1188,1,1,1,2.0,185000
1391,13284,5,5,1954,1954,1383,1,3,1,1.0,165000
1392,13500,6,7,1960,1975,1252,1,1,1,2.0,235000
1393,13825,5,6,1958,1987,1601,1,3,0,1.0,140000
1394,10200,5,8,1940,1997,672,1,2,0,1.0,108000
1395,10532,5,3,1960,1960,1721,2,3,2,2.0,145000
1396,8375,5,7,1941,1973,1350,1,2,0,3.0,152400
1397,10200,5,8,1970,1970,904,1,3,0,3.0,144000
1398,2887,6,5,1996,1997,1291,1,2,1,2.0,173000
1399,10005,7,5,1977,1977,2022,2,4,1,2.0,192000
1400,20270,7,6,1979,1979,1524,2,3,2,2.0,245000
1401,39104,7,7,1954,2005,1363,1,2,2,2.0,241500
1402,53227,4,6,1954,1994,1663,1,2,2,2.0,256000
1403,11512,6,7,1959,2006,1357,1,2,1,1.0,177000
1404,5190,7,5,1948,1950,1079,1,2,1,1.0,125600
1405,10452,6,5,1953,1953,1094,1,3,2,2.0,155000
1406,45600,6,8,1908,1997,2358,3,5,1,2.0,240000
1407,19550,5,7,1940,2007,1518,1,2,2,0.0,260000
1408,21780,6,7,1918,1950,1674,2,4,1,2.0,185000
1409,13728,6,7,1935,1986,2108,2,4,2,2.0,235000
1410,9571,5,6,1956,1956,1509,1,3,1,1.0,159900
1411,9350,5,5,1975,1975,864,1,2,0,0.0,99600
1412,9360,6,8,1962,2001,1269,1,3,0,1.0,134500
1413,8405,5,8,1900,1950,1367,1,4,0,1.0,119000
1414,7000,5,7,1910,1991,1347,1,3,0,0.0,107500
1415,10880,5,5,1950,1950,1164,1,3,0,1.0,125000
1416,9600,6,5,1924,1950,1096,1,2,0,0.0,79000
1417,9084,5,6,1941,1950,1111,1,3,0,1.0,95000
1418,11839,7,5,1990,1990,2329,2,4,1,2.0,262280
1419,9771,6,5,1995,2002,2814,2,4,1,2.0,260000
1420,9938,7,5,1994,1994,1626,2,3,1,2.0,226500
1421,14171,7,5,1993,1994,2200,2,4,1,2.0,225000
1422,10541,7,5,1996,1996,2037,2,3,1,2.0,229000
1423,10616,7,5,2007,2007,1356,2,3,1,2.0,177439
1424,9345,8,5,2007,2007,1615,2,3,1,3.0,248500
1425,11778,9,5,2008,2008,2276,2,3,2,3.0,475000
1426,11778,9,5,2008,2008,1766,2,3,2,3.0,395039
1427,11228,7,5,1993,1993,2097,2,3,1,3.0,228000
1428,11454,8,5,1995,1995,1511,2,3,1,3.0,225000
1429,11500,6,6,1966,1966,1643,2,2,1,2.0,195000
1430,12798,6,5,1997,1997,1688,2,4,0,2.0,200000
1431,9750,5,7,1994,1994,990,1,3,0,2.0,155000
1432,9525,5,6,1995,2006,1099,1,3,0,1.0,144000
1433,9245,5,5,1994,1995,990,1,3,0,2.0,145000
1434,8696,7,5,1997,1998,1418,2,3,1,2.0,226001
1435,13142,6,5,1997,1997,1771,2,3,0,2.0,215700
1436,8998,7,5,2000,2000,1652,2,3,0,2.0,207500
1437,9179,7,5,1999,1999,1790,2,3,0,2.0,193000
1438,8924,7,5,1998,1999,1724,2,3,0,2.0,188000
1439,9382,7,5,1999,2000,1479,2,3,0,2.0,191000
1440,12803,7,5,2002,2002,1494,2,3,1,2.0,221000
1441,12435,7,5,2001,2001,1792,2,3,1,2.0,231500
1442,12192,7,5,2000,2001,1823,2,3,0,2.0,235000
1443,11250,7,5,2001,2002,1786,2,3,1,2.0,223500
1444,9200,5,6,1975,1980,938,1,3,0,1.0,130250
1445,8385,5,8,1977,1977,985,2,3,0,1.0,149900
1446,12250,5,6,1978,1978,1174,1,3,0,2.0,158000
1447,10970,6,6,1978,1978,1026,1,3,0,2.0,147000
1448,9216,5,6,1975,1975,1076,1,3,1,2.0,143195
1449,14330,5,6,1975,2001,1558,2,2,0,2.0,163000
1450,7990,5,6,1975,1975,924,1,3,0,1.0,110000
1451,7180,5,7,1972,1972,864,1,3,0,1.0,127000
1452,7200,5,7,1972,1972,780,1,2,0,1.0,124900
1453,9742,8,5,2002,2002,1795,2,3,1,2.0,230000
1454,9473,8,5,2002,2002,2031,2,3,1,2.0,237000
1455,10316,7,5,2000,2000,1865,2,3,1,3.0,235000
1456,10400,7,5,2001,2001,2161,2,3,1,2.0,230500
1457,9066,8,5,1999,2000,1852,2,3,2,3.0,230000
1458,11404,7,5,1998,1999,2031,2,3,1,2.0,222500
1459,9240,8,5,2001,2002,2263,2,3,1,2.0,287000
1460,9720,9,5,2001,2002,1947,2,3,1,3.0,274000
1461,14860,8,5,2002,2003,1786,2,3,1,3.0,300000
1462,11250,8,5,2002,2002,2290,2,4,1,2.0,255900
1463,8158,7,5,2003,2003,1768,2,3,0,2.0,224900
1464,10905,7,5,2003,2003,2327,2,4,1,2.0,240000
1465,7226,7,5,2003,2003,1640,2,3,0,2.0,183000
1466,11690,8,5,1999,2000,1764,2,3,1,2.0,207000
1467,8750,7,5,1994,1995,1908,2,4,1,2.0,210000
1468,4435,6,5,2003,2003,848,1,1,0,2.0,136500
1469,4426,6,5,2004,2004,848,1,1,0,2.0,145000
1470,13125,6,5,1997,1998,1493,2,3,1,2.0,208900
1471,10126,6,5,1997,1998,1838,2,2,0,3.0,185000
1472,9135,7,5,2002,2003,1536,2,3,0,2.0,214000
1473,8450,7,5,2003,2003,1710,2,3,0,2.0,208500
1474,9750,7,5,2004,2004,1445,2,3,0,2.0,186500
1475,8450,7,5,2004,2004,1436,2,3,0,2.0,210000
1476,8320,7,5,2004,2004,1582,2,3,0,2.0,185900
1477,11049,8,5,2007,2007,1234,2,3,0,2.0,179900
1478,11058,7,6,2007,2007,1564,2,3,0,3.0,218836
1479,9627,7,5,2007,2007,1361,2,3,0,2.0,193000
1480,8199,7,5,2005,2005,1456,2,3,1,2.0,189000
1481,4426,6,5,2004,2004,848,1,1,1,2.0,149300
1482,4426,6,5,2004,2004,848,1,1,1,2.0,141000
1483,4438,6,5,2004,2004,848,1,1,1,2.0,149000
1484,4438,6,5,2004,2004,848,1,1,1,2.0,144500
1485,8777,5,7,1910,1950,796,1,2,0,0.0,85000
1486,8777,5,7,1900,2003,2200,2,4,0,0.0,145900
1487,9825,5,5,1966,1966,1092,1,3,0,1.0,123000
1488,9937,5,6,1965,1965,1256,1,3,0,1.0,147500
1489,12102,5,5,1976,1976,1033,1,3,0,2.0,165000
1490,6500,6,6,1976,1976,1127,1,3,1,2.0,135000
1491,13907,5,6,1940,1969,996,1,3,1,0.0,108000
1492,10012,4,5,1972,1972,1181,2,3,0,2.0,137500
1493,6931,7,5,2003,2004,1656,2,3,1,2.0,165400
1494,9638,6,6,1977,1977,1117,1,3,1,2.0,147000
1495,7200,6,7,1976,2001,1398,1,3,1,2.0,160500
1496,7024,4,5,2005,2005,1132,1,2,0,2.0,176000
1497,47007,5,7,1959,1996,3820,3,5,2,2.0,284700
1499,3675,6,5,2005,2005,1072,1,2,0,2.0,148000
1500,6040,4,5,1955,1955,1152,2,2,0,0.0,82000
1501,6012,4,5,1955,1955,1152,2,2,0,0.0,82000
1502,12108,4,4,1955,1955,1440,2,4,0,0.0,118000
1503,6845,4,5,1955,1955,1152,2,2,0,0.0,82500
1504,6931,4,5,1955,1955,784,1,2,0,0.0,91900
1505,12180,5,7,1938,2007,1053,1,2,0,0.0,120000
1506,8050,5,8,1947,1993,1137,1,4,0,0.0,96000
1507,9520,4,5,1953,1953,930,1,2,0,1.0,99000
1508,11767,5,6,1946,1995,1200,1,3,0,1.0,130500
1509,8172,4,6,1954,1972,1470,2,4,0,1.0,135000
1510,16466,5,7,1955,1955,1393,1,3,0,1.0,135500
1511,7692,4,6,1954,1954,1204,1,3,0,1.0,100000
1512,5142,4,7,1923,2008,1292,1,3,0,1.0,108000
1513,5604,5,6,1925,1950,864,1,2,0,0.0,98000
1514,8248,3,3,1914,1950,864,1,2,0,0.0,67000
1515,5687,5,6,1912,2000,1716,2,6,0,0.0,135900
1516,12155,6,8,1925,1950,1482,2,4,0,1.0,140000
1517,8400,5,8,1939,1997,2192,2,4,1,1.0,179500
1518,8400,6,5,1925,1950,1694,2,4,1,2.0,136500
1519,7290,7,8,1921,1950,1424,2,2,1,1.0,168000
1520,8525,5,6,1911,1950,1964,1,4,0,0.0,130000
1521,9842,5,6,1921,1998,2601,3,4,0,2.0,189000
1522,7804,6,7,1930,1950,1920,2,4,2,2.0,161900
1523,8969,6,6,1926,1950,1316,1,2,1,1.0,145000
1524,11526,6,7,1922,1994,2555,2,3,1,2.0,191000
1525,15576,6,7,1915,1976,1680,2,4,0,1.0,177000
1526,15564,6,6,1914,1995,1264,1,3,0,2.0,147500
1527,6292,6,5,1930,1950,790,1,2,0,1.0,91000
1528,7609,8,9,1925,1997,1512,2,3,1,1.0,231000
1529,10480,6,5,1936,1950,1639,1,3,0,1.0,115000
1530,9650,6,3,1923,1950,1603,1,4,1,2.0,138000
1531,7200,7,6,1931,2000,1502,1,3,1,1.0,149000
1532,11988,6,7,1934,1995,1660,1,3,1,1.0,188700
1533,11700,5,6,1937,1995,1938,2,4,1,1.0,198000
1534,9260,5,4,1938,1950,1374,1,3,0,1.0,110000
1535,7801,6,5,1951,1951,1091,1,2,1,1.0,104000
1536,9670,8,6,1935,1950,1873,1,4,2,2.0,257076
1537,14100,8,9,1935,1997,3447,3,4,2,3.0,381000
1538,15660,7,9,1939,2006,1954,1,3,2,2.0,311500
1539,12392,7,9,1950,2000,2161,2,3,2,2.0,263400
1540,26073,5,5,1956,1956,1898,2,3,2,2.0,236500
1541,14778,6,7,1954,2006,1640,1,3,1,2.0,224000
1542,1879,6,6,1980,1980,1032,1,2,1,2.0,116500
1543,1950,6,6,1980,1980,1556,2,3,1,2.0,151000
1544,7000,6,8,1926,1998,919,1,2,0,1.0,126000
1545,6000,6,8,1940,2006,1090,1,3,0,1.0,120000
1546,3636,4,4,1922,1950,796,1,2,0,0.0,55000
1547,5890,6,8,1930,2007,816,1,2,0,1.0,120500
1548,6900,5,6,1940,1955,778,1,2,1,1.0,120500
1549,8155,5,7,1930,1950,1200,1,4,0,0.0,119000
1550,6000,5,5,1967,1967,1656,1,3,1,1.0,126000
1551,7392,5,7,1930,1995,912,1,2,0,1.0,99500
1552,9000,5,5,1958,1958,1955,2,4,0,1.0,165500
1553,14584,1,5,1952,1952,733,1,2,0,2.0,13100
1554,5280,4,7,1895,1950,1361,1,2,0,1.0,89000
1555,8500,4,4,1920,1950,1317,1,3,0,1.0,40000
1556,5150,4,7,1910,2000,1049,1,2,0,1.0,80900
1557,18000,3,4,1935,1950,894,1,2,0,3.0,81000
1558,9000,4,6,1920,1950,864,1,3,0,1.0,65000
1559,5587,8,5,2008,2008,1652,2,2,1,2.0,392500
1560,3843,8,5,2007,2008,1648,2,2,1,2.0,294464
1561,3811,7,5,2004,2005,1646,2,2,1,2.0,250000
1562,3842,8,5,2004,2005,1646,2,2,1,2.0,275000
1563,23730,7,5,1996,1997,2032,3,3,0,3.0,300000
1564,13265,8,5,2002,2002,1689,2,3,2,3.0,271000
1565,11050,7,5,1996,1997,1820,2,3,1,3.0,213000
1566,9880,6,6,1977,1977,1118,1,3,1,1.0,171000
1567,10125,6,6,1977,1977,1279,2,3,2,2.0,171500
1568,10260,5,4,1976,1976,1872,2,4,0,2.0,100000
1569,9990,4,5,1991,1991,1689,2,3,1,2.0,228500
1570,164660,5,6,1965,1965,1786,2,3,2,2.0,228950
1571,4084,7,6,1986,1986,1501,2,2,1,2.0,241500
1572,15498,8,6,1976,1976,2898,2,2,1,2.0,287000
1573,11563,8,5,2006,2007,1537,2,3,0,3.0,294000
1574,9520,8,5,2007,2008,1646,2,3,1,3.0,293077
1575,12852,8,5,2007,2007,1780,2,3,1,2.0,264966
1576,9802,5,5,2006,2007,1442,2,3,0,2.0,172500
1577,9735,5,5,2006,2007,1394,2,3,0,2.0,167500
1578,12018,7,5,2008,2008,1612,2,3,0,3.0,218689
1579,12890,6,5,1989,1989,1495,2,3,1,2.0,150000
1580,12416,6,5,1986,1986,1651,2,3,1,2.0,184000
1581,18265,6,5,1986,1986,1256,2,3,1,2.0,180000
1582,10200,6,5,1988,1989,1509,2,3,1,2.0,175000
1583,11202,8,5,2003,2003,1440,2,3,1,2.0,232500
1584,7915,6,5,1999,2000,1675,2,3,0,2.0,195000
1585,12244,8,5,2003,2003,2262,2,4,2,3.0,305000
1586,11449,8,5,2007,2007,1728,2,3,1,2.0,298751
1587,11447,8,5,2005,2006,1964,2,3,1,3.0,370000
1588,8940,7,5,1997,1998,1344,2,2,0,4.0,209200
1589,7060,7,5,1997,1998,1344,2,2,0,4.0,206300
1590,9278,5,5,2007,2008,1092,1,2,0,0.0,146000
1591,4500,6,5,1997,1997,1189,2,2,0,2.0,160500
1592,14137,4,5,1964,1964,1200,1,3,0,3.0,173000
1593,4224,5,6,1975,1975,1040,1,3,0,2.0,124000
1594,2665,5,6,1976,1976,1304,1,3,1,1.0,115000
1595,2665,5,7,1976,1976,1475,2,4,1,1.0,129500
1596,1974,4,7,1973,2006,988,1,2,0,1.0,105000
1597,1596,4,6,1973,1973,988,1,1,1,1.0,94900
1598,17979,5,6,1968,1968,1160,1,3,0,1.0,152500
1599,1477,6,9,1970,2007,1092,2,3,0,0.0,98000
1600,1890,4,7,1972,1972,630,1,1,0,0.0,81000
1601,21750,5,5,1954,1954,988,1,2,0,2.0,113000
1602,6490,5,7,1983,1983,816,1,2,0,1.0,128500
1603,6951,5,5,1984,1985,923,1,3,0,1.0,119500
1604,6600,5,9,1982,2008,816,1,3,1,1.0,130500
1605,6600,5,8,1982,2003,816,1,2,0,2.0,138000
1606,6600,5,6,1982,2005,845,1,3,0,1.0,134500
1607,12508,6,7,1940,1985,1750,2,4,0,1.0,160000
1608,12395,5,6,1984,1984,889,1,3,0,2.0,137500
1609,11075,5,4,1969,1969,1968,2,4,1,2.0,172000
1610,56600,5,1,1900,1950,1836,2,4,0,1.0,103000
1611,10667,6,6,1971,1971,1587,2,3,1,2.0,167300
1612,10628,7,5,1970,1970,1277,1,2,1,2.0,167000
1613,13651,7,6,1973,1973,2223,2,3,2,2.0,244000
1614,15865,8,6,1970,1970,2217,2,4,1,2.0,268000
1615,12394,7,5,2003,2003,1733,2,3,1,2.0,225000
1616,10364,6,5,1995,1996,1572,2,3,1,2.0,168000
1617,13869,6,6,1997,1997,1470,2,3,0,2.0,177000
1618,8773,6,5,1997,1997,1600,2,3,1,2.0,169000
1619,8872,6,5,1997,1997,1384,2,3,1,2.0,161500
1620,5330,8,5,2000,2000,1652,2,2,0,2.0,251000
1621,10147,6,5,1994,1994,1694,2,3,1,2.0,160000
1622,8637,6,5,1999,2000,1714,2,3,1,2.0,180000
1623,7875,7,5,1996,1996,1553,2,3,0,2.0,178750
1624,7875,7,5,1995,1996,1253,2,3,1,2.0,176000
1625,7500,6,5,1999,2003,2299,3,5,1,2.0,204000
1626,9556,7,5,1992,1993,1187,2,3,0,2.0,160000
1627,10784,7,5,1991,1992,1472,2,3,1,2.0,160000
1628,9125,7,5,1992,1992,1482,2,3,1,2.0,163900
1629,7655,6,5,1993,1994,1642,2,3,1,2.0,168000
1630,18160,6,6,1964,1964,1128,1,3,1,2.0,154204
1631,3696,8,5,1986,1986,1088,1,2,0,2.0,170000
1632,5062,7,5,1984,1984,2090,2,3,1,2.0,207500
1633,4740,8,5,1988,1988,1179,2,2,0,2.0,182000
1634,5118,8,5,1990,1990,1321,1,1,1,2.0,212000
1635,14157,9,5,2005,2006,1922,2,3,1,3.0,377426
1636,12328,8,5,2005,2005,2541,3,4,1,3.0,349265
1637,51974,9,5,2006,2007,2338,2,4,2,3.0,591587
1638,41600,5,5,1969,1990,1424,1,3,0,3.0,155000
1639,8035,9,5,2006,2006,1612,2,2,1,2.0,319900
1640,8089,8,6,2007,2007,1419,2,2,1,2.0,392000
1641,14082,8,5,2006,2006,2234,1,1,1,2.0,441929
1642,13870,10,5,2006,2007,2042,2,3,1,3.0,455000
1643,12546,6,7,1981,1981,1440,2,3,1,2.0,182900
1644,10960,6,5,1984,1984,1284,2,3,0,2.0,174000
1645,12090,6,7,1984,2003,1868,3,3,1,2.0,178000
1646,12090,7,7,1981,2003,1479,2,3,1,2.0,176000
1647,12299,7,6,1978,1985,1664,2,3,1,2.0,213000
1648,11339,7,5,1979,1979,1930,2,4,1,2.0,192000
1649,11952,7,6,1977,1977,1969,2,3,1,2.0,190000
1650,12046,6,6,1976,1976,2030,2,4,1,2.0,195000
1651,10395,6,6,1978,1978,1032,2,3,1,2.0,148000
1652,11850,6,6,1984,1984,1177,2,3,0,2.0,151500
1653,11584,7,6,1979,1979,1725,2,3,1,2.0,197000
1654,10400,6,5,1979,1999,1353,2,2,1,2.0,192350
1655,10793,5,5,1969,1969,1620,2,4,0,2.0,152000
1656,13001,6,5,1971,1971,1220,2,2,1,2.0,170000
1657,12243,5,6,1971,1971,1484,2,3,1,2.0,175000
1658,11700,6,6,1968,1968,1743,1,3,1,2.0,175000
1659,12384,7,7,1976,1976,1935,2,3,1,2.0,197900
1660,8991,7,6,1976,1976,1324,2,3,1,2.0,174000
1661,8000,6,6,1974,1974,1877,2,4,1,2.0,178900
1662,10500,5,7,1971,2005,1109,1,3,0,1.0,139000
1663,10530,6,5,1971,1971,981,1,3,0,2.0,143250
1664,7472,7,9,1972,2004,1479,1,4,0,2.0,184000
1665,9457,5,6,1970,1990,1422,1,3,0,2.0,155000
1666,7920,5,5,1970,2002,914,1,3,0,1.0,133000
1667,9758,5,5,1971,1971,950,1,3,0,1.0,119500
1668,8294,4,5,1971,1971,872,1,3,0,4.0,123000
1669,7340,4,6,1971,1971,858,1,2,0,1.0,110000
1670,17199,4,7,1961,1961,914,1,2,0,1.0,128000
1671,9000,4,6,1971,1971,864,1,3,0,2.0,120500
1672,4058,7,5,1998,1998,767,1,1,0,1.0,133000
1673,4113,6,5,2001,2001,1337,2,2,1,2.0,155000
1674,10943,6,5,1997,1998,1337,2,2,1,2.0,177000
1675,2205,6,6,1973,1973,1092,1,3,0,1.0,113500
1676,1890,6,5,1973,1973,1218,1,3,0,1.0,113000
1677,2058,6,5,1973,1973,1218,1,4,0,1.0,113700
1678,2016,5,5,1970,1970,1302,2,3,0,2.0,106000
1679,1920,5,5,1971,1971,1365,1,2,0,2.0,122500
1680,4928,6,5,1976,1976,958,2,2,1,2.0,128000
1681,2308,6,6,1976,1976,1548,2,3,1,2.0,155000
1682,2304,7,7,1978,1978,1055,2,2,0,1.0,142500
1683,7150,5,6,1966,1966,988,1,3,0,1.0,129250
1684,12469,9,5,2006,2007,1816,2,3,1,3.0,356000
1685,11694,9,5,2007,2007,1828,2,3,1,3.0,314813
1686,12030,8,5,2007,2007,1694,2,3,0,3.0,318000
1687,11825,8,5,2006,2007,1694,2,3,1,3.0,322400
1688,12085,8,5,2007,2007,1734,2,3,1,3.0,318000
1689,14333,8,5,2007,2007,2122,2,2,1,3.0,345474
1690,14450,9,5,2006,2007,2121,2,3,1,3.0,415298
1691,13641,9,5,2007,2007,2656,2,3,1,3.0,492000
1692,13440,8,5,2006,2007,2550,2,4,1,3.0,338931
1693,15431,10,5,2005,2006,2046,2,2,2,3.0,450000
1694,14154,7,5,2006,2006,2172,2,3,1,3.0,280000
1695,13891,9,5,2007,2007,2552,2,3,2,3.0,479069
1696,14226,8,5,2006,2006,1973,2,3,1,3.0,395000
1697,13693,9,5,2006,2006,2643,2,3,1,3.0,380000
1698,11428,8,5,2006,2006,1634,2,3,1,3.0,250000
1699,14977,8,5,2006,2007,1976,2,2,1,3.0,440000
1700,13654,9,5,2005,2006,2758,2,4,1,3.0,418000
1701,17169,10,5,2007,2007,2290,2,2,1,3.0,500067
1702,16659,8,5,2007,2008,2152,2,3,1,2.0,260116
1703,9591,8,5,2004,2005,2473,2,4,1,3.0,317000
1704,9709,8,5,2007,2007,2100,2,3,2,3.0,319500
1705,10562,8,5,2007,2007,2161,1,3,1,3.0,325624
1706,13615,9,5,2006,2006,1802,2,3,1,3.0,372000
1707,13069,8,5,2004,2004,2956,2,5,1,3.0,342000
1708,12099,8,5,2004,2004,2468,2,4,1,3.0,354000
1709,14277,8,5,2003,2003,2385,2,3,1,3.0,350000
1710,11999,8,5,2003,2004,2374,2,4,1,3.0,285000
1711,12568,8,5,2007,2007,1818,2,3,1,3.0,281500
1712,9926,7,5,2005,2006,1614,2,3,0,3.0,245700
1713,9254,8,5,2005,2005,1721,2,3,0,2.0,232698
1714,10732,8,5,2006,2007,1828,2,3,0,3.0,250000
1715,7577,6,5,2005,2006,1362,2,2,1,2.0,194700
1716,3901,6,5,2005,2006,1302,1,1,1,2.0,204000
1717,3903,6,5,2005,2006,1302,1,1,1,2.0,200000
1718,6289,6,5,2005,2006,1362,2,2,1,2.0,207000
1719,4590,8,5,2006,2006,1554,2,2,1,2.0,209500
1720,4590,8,5,2006,2006,1554,2,2,1,2.0,209500
1721,6442,8,5,2006,2006,1370,2,2,1,2.0,202500
1722,7841,9,5,2005,2005,1577,2,2,1,2.0,280000
1723,7313,9,5,2005,2005,1561,2,2,1,2.0,277500
1724,7820,9,5,2007,2007,1869,2,2,1,2.0,318061
1725,6240,8,5,2006,2006,1324,2,2,1,2.0,221370
1726,3242,7,5,2003,2003,1405,2,2,1,2.0,200000
1727,15810,6,5,2007,2007,1496,3,3,0,2.0,181755
1728,10237,6,5,2005,2006,1536,2,3,1,2.0,176000
1729,10237,6,5,2005,2007,1484,2,3,1,2.0,178900
1730,13204,7,5,2006,2007,1458,2,3,0,2.0,168165
1731,8857,6,5,2006,2006,1495,2,3,1,2.0,171925
1732,9729,6,5,2006,2007,1746,2,3,1,3.0,198444
1733,12216,6,5,2005,2005,1326,2,3,0,2.0,203000
1734,9018,7,5,2007,2007,1456,2,3,1,2.0,179540
1735,8993,7,5,2007,2007,1302,2,3,0,2.0,176485
1736,8899,7,5,2007,2007,1340,2,3,0,2.0,181134
1737,8499,6,5,2006,2007,1412,2,3,1,2.0,156932
1738,8229,6,5,2007,2007,1504,2,3,0,2.0,166000
1739,7713,7,5,2007,2007,1456,2,3,0,2.0,177594
1740,7697,7,6,2007,2007,1258,2,3,0,2.0,173500
1741,3922,7,5,2006,2007,1258,2,2,1,3.0,172500
1742,3922,7,5,2006,2007,1402,0,2,1,3.0,194201
1743,3621,8,5,2003,2003,1589,2,2,1,3.0,226500
1744,3710,7,5,2007,2007,1266,2,2,1,2.0,185485
1745,14572,7,5,2004,2004,1530,2,3,1,3.0,259000
1746,16219,7,5,2004,2005,1119,2,2,0,2.0,188500
1747,11084,7,5,2004,2004,1374,2,3,1,2.0,175000
1748,11796,7,5,2004,2005,1959,2,4,1,2.0,215000
1749,10936,7,5,2006,2006,1525,2,3,1,2.0,206580
1750,8244,7,5,2004,2004,1720,2,3,1,2.0,183500
1751,11950,7,5,2003,2003,1394,2,3,1,2.0,165500
1752,7875,7,5,2003,2003,1948,2,4,1,2.0,211000
1753,8063,6,5,2000,2000,1690,2,3,1,2.0,181000
1754,8740,7,5,2002,2002,1995,2,4,1,2.0,219500
1755,7917,6,5,1999,2000,1647,2,3,1,2.0,175000
1756,9967,7,5,2000,2000,1430,2,3,1,2.0,170000
1757,7750,7,5,2003,2003,1320,2,3,0,2.0,162000
1758,9487,6,5,2000,2000,1690,2,3,1,2.0,187000
1759,9649,6,5,1999,2000,1644,2,3,1,2.0,185000
1761,12191,8,5,1997,1998,2551,2,4,2,3.0,384500
1762,11000,8,5,2000,2000,2285,2,4,1,3.0,248000
1763,11400,10,5,2001,2002,2633,2,2,2,3.0,466500
1764,10557,9,5,1998,1998,3078,2,4,1,3.0,410000
1765,11002,8,5,1998,1999,2582,2,4,1,3.0,322500
1766,10790,7,5,1998,1998,2385,2,4,1,3.0,252000
1768,9920,7,5,1996,1997,2013,2,3,1,2.0,269790
1769,11787,7,5,1996,1997,2398,2,3,1,3.0,315750
1770,9950,7,5,1995,1995,2520,2,4,1,3.0,290000
1771,12257,8,5,1995,1995,2531,2,4,1,3.0,290000
1772,12692,8,5,1992,1993,3228,3,4,1,2.0,430000
1773,11762,8,5,1992,1993,2202,2,4,1,2.0,263000
1774,9044,8,5,1996,1997,2538,2,4,1,3.0,330000
1775,9910,7,6,2007,2007,1369,2,3,0,2.0,213133
1776,11830,8,5,2007,2007,1542,2,3,1,3.0,260261
1777,11670,9,5,2006,2006,1905,2,3,1,3.0,320000
